label,text
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,Ya even those cookies have jelly on them
ham,Short But Cute: \Be a good person
ham,Ok lor.
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
ham,Shuhui has bought ron's present it's a swatch watch...
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,"Yeah, we got one lined up for us"
ham,"life alle mone,eppolum oru pole allalo"
ham,"Awesome, I'll see you in a bit"
spam,Valentines Day Special! Win over ï¿½1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,If i not meeting ï¿½_ all rite then i'll go home lor. If ï¿½_ dun feel like comin it's ok.
ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
ham,Sorry i din lock my keypad.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,"Velly good, yes please!"
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,Hey r ï¿½_ still online? I've finished the formatting...
ham,Bring home some Wendy =D
ham,Where are the garage keys? They aren't on the bookshelf
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or ï¿½10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,Hey what happen de. Are you alright.
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,Is that on the telly? No its Brdget Jones!
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Yup bathe liao...
ham,Oh...i asked for fun. Haha...take care. ï¿½_
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,Free any day but i finish at 6 on mon n thurs...
ham,"\Thinking of u ;) x\"""""
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,"I'm in a meeting, call me later at"
ham,So ï¿½_ pay first lar... Then when is da stock comin...
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,i can call in  &lt;#&gt;  min if thats ok
ham,Hmm ill have to think about it... ok you're forgiven! =D
ham,"Aight, I'll ask a few of my roommates"
ham,Gud ni8.swt drms.take care
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
spam,"Ur balance is now ï¿½600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
ham,India have to take lead:)
ham,i thought we were doing a king of the hill thing there.
ham,"Yeah why not, is the gang all ready"
ham,Huh so fast... Dat means u havent finished painting?
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,True. Its easier with her here.
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,Then ï¿½_ wait 4 me at bus stop aft ur lect lar. If i dun c ï¿½_ then i go get my car then come back n pick ï¿½_.
ham,Oh you got many responsibilities.
ham,It shall be fine. I have avalarr now. Will hollalater
ham,S...i will take mokka players only:)
ham,Rofl. Its true to its name
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,Oh ok.. Wat's ur email?
ham,You unbelievable faglord
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,Yar lor... How u noe? U used dat route too?
spam,Win a ï¿½1000 cash prize or a prize worth ï¿½5000
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,You intrepid duo you! Have a great time and see you both soon. 
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,It vl bcum more difficult..
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
ham,I always chat with you. In fact i need money can you raise me?
ham,Get ready for  &lt;#&gt;  inches of pleasure...
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,Ok thanx... Take care then...
ham,K I'll be there before 4.
ham,Does uncle timi help in clearing cars
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,But i dint slept in afternoon.
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,Hey anyway i have to :-)
ham,At what time are you coming.
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,Exactly. Anyways how far. Is jide her to study or just visiting
spam,"URGENT! Your mobile was awarded a ï¿½1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,We have all rounder:)so not required:)
ham,You need to get up. Now.
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,Nt joking seriously i told
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,I love you both too :-)
ham,Wat time do u wan 2 meet me later?
ham,Ranjith cal drpd Deeraj and deepak 5min hold
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
ham,Doing project w frens lor. 
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aï¿½1.50 minAPN LS278BB
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,Not to worry. I'm sure you'll get it.
ham,Bognor it is! Should be splendid at this time of year.
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Many more happy returns of the day. I wish you happy birthday.
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,Thinkin about someone is all good. No drugs for that
ham,Ok... U enjoy ur shows...
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
ham,No i am not having not any movies in my laptop
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham,No he didn't. Spring is coming early yay!
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Old Orchard near univ. How about you?
ham,"Cool, I'll text you in a few"
ham,Well if I'm that desperate I'll just call armand again
ham,Or ill be a little closer like at the bus stop on the same street
spam,You have 1 new message. Please call 08715205273
ham,Oh my God. I'm almost home
ham,Raviyog Peripherals bhayandar east
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Wa... U so efficient... Gee... Thanx...
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS ï¿½ï¿½ FUCKINNICE!SELFISH
ham,Ha ha ha good joke. Girls are situation seekers.
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,Then i buy.
ham,That's cause your old. I live to be high.
ham,K come to nordstrom when you're done
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
ham,Lol! Oops sorry! Have fun. 
ham,thanks for the temales it was wonderful. Thank. Have a great week.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Ok good then i later come find ï¿½_... C lucky i told ï¿½_ to go earlier... Later pple take finish ï¿½_ no more again...
ham,"I just got home babe, are you still awake ?"
ham,Oh is it? Send me the address
